analysis_id,application_id,ai_score,skills_matched,skill_gaps,experience_years,experience_level,education,certifications,reasoning,analysis_completed_at
10665,10738,72.3,"[""Security monitoring"", ""Anomaly detection"", ""Network defense"", ""Vulnerability identification"", ""Security tool evaluation""]","[""Threat detection"", ""Traffic analysis"", ""Log analysis""]",1,entry,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
10666,10739,74.3,"[""Vulnerability identification"", ""Security monitoring"", ""Network defense"", ""Threat detection"", ""Traffic analysis""]","[""Log analysis"", ""Anomaly detection"", ""Security tool evaluation""]",3,mid,Master's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10667,10740,87.4,"[""Vulnerability identification"", ""Network defense"", ""Anomaly detection"", ""Traffic analysis"", ""Security monitoring"", ""Threat detection"", ""Security tool evaluation""]","[""Log analysis""]",3,mid,Associate's degree in Cybersecurity,"[""CompTIA Security+""]",,2025-11-24 03:20:19
10668,10741,74.3,"[""Vulnerability identification"", ""Security tool evaluation"", ""Log analysis"", ""Anomaly detection"", ""Security monitoring""]","[""Network defense"", ""Threat detection"", ""Traffic analysis""]",3,mid,Associate's degree in Cybersecurity,"[""EC-Council Certified SOC Analyst (CSA)""]",,2025-11-24 03:20:19
10669,10742,74.3,"[""Traffic analysis"", ""Anomaly detection"", ""Threat detection"", ""Log analysis"", ""Vulnerability identification""]","[""Network defense"", ""Security monitoring"", ""Security tool evaluation""]",3,mid,Bachelor's degree in Computer Science,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10670,10743,72.3,"[""Threat detection"", ""Security tool evaluation"", ""Security monitoring"", ""Traffic analysis"", ""Log analysis""]","[""Network defense"", ""Vulnerability identification"", ""Anomaly detection""]",1,entry,Master's degree in Cybersecurity,[],,2025-11-24 03:20:19
10671,10744,72.3,"[""Security tool evaluation"", ""Threat detection"", ""Security monitoring"", ""Network defense"", ""Vulnerability identification""]","[""Traffic analysis"", ""Log analysis"", ""Anomaly detection""]",2,entry,Master's degree in Cybersecurity,[],,2025-11-24 03:20:19
10672,10745,74.3,"[""Anomaly detection"", ""Threat detection"", ""Security monitoring"", ""Security tool evaluation"", ""Traffic analysis""]","[""Network defense"", ""Log analysis"", ""Vulnerability identification""]",2,entry,Bachelor's degree in Computer Science,"[""CompTIA Security+""]",,2025-11-24 03:20:19
10673,10746,74.3,"[""Security tool evaluation"", ""Anomaly detection"", ""Traffic analysis"", ""Network defense"", ""Security monitoring""]","[""Threat detection"", ""Log analysis"", ""Vulnerability identification""]",3,mid,Bachelor's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10674,10747,74.3,"[""Log analysis"", ""Vulnerability identification"", ""Security monitoring"", ""Security tool evaluation"", ""Network defense""]","[""Threat detection"", ""Traffic analysis"", ""Anomaly detection""]",1,entry,Bachelor's degree in Computer Science,"[""EC-Council Certified SOC Analyst (CSA)""]",,2025-11-24 03:20:19
10675,10748,74.3,"[""Security tool evaluation"", ""Traffic analysis"", ""Network defense"", ""Anomaly detection"", ""Threat detection""]","[""Log analysis"", ""Vulnerability identification"", ""Security monitoring""]",3,mid,Master's degree in Cybersecurity,"[""EC-Council Certified SOC Analyst (CSA)""]",,2025-11-24 03:20:19
10676,10749,74.3,"[""Security monitoring"", ""Threat detection"", ""Traffic analysis"", ""Security tool evaluation"", ""Log analysis""]","[""Network defense"", ""Vulnerability identification"", ""Anomaly detection""]",1,entry,Bachelor's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10677,10750,60.6,"[""Security tool evaluation"", ""Security monitoring"", ""Anomaly detection"", ""Network defense""]","[""Threat detection"", ""Traffic analysis"", ""Log analysis"", ""Vulnerability identification""]",0,entry,Master's degree in Information Security,[],,2025-11-24 03:20:19
10678,10751,74.3,"[""Log analysis"", ""Anomaly detection"", ""Traffic analysis"", ""Vulnerability identification"", ""Threat detection""]","[""Network defense"", ""Security monitoring"", ""Security tool evaluation""]",3,mid,Master's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10679,10752,65.8,"[""Log analysis"", ""Anomaly detection"", ""Security tool evaluation"", ""Vulnerability identification""]","[""Network defense"", ""Threat detection"", ""Traffic analysis"", ""Security monitoring""]",1,entry,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
10680,10753,74.3,"[""Network defense"", ""Security tool evaluation"", ""Vulnerability identification"", ""Anomaly detection"", ""Log analysis""]","[""Threat detection"", ""Traffic analysis"", ""Security monitoring""]",1,entry,Associate's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10681,10754,65.8,"[""Network defense"", ""Security monitoring"", ""Log analysis"", ""Vulnerability identification""]","[""Threat detection"", ""Traffic analysis"", ""Anomaly detection"", ""Security tool evaluation""]",2,entry,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
10682,10755,72.3,"[""Vulnerability identification"", ""Anomaly detection"", ""Network defense"", ""Traffic analysis"", ""Log analysis""]","[""Threat detection"", ""Security monitoring"", ""Security tool evaluation""]",1,entry,Master's degree in Cybersecurity,[],,2025-11-24 03:20:19
10683,10756,80.9,"[""Security tool evaluation"", ""Vulnerability identification"", ""Anomaly detection"", ""Log analysis"", ""Network defense"", ""Security monitoring""]","[""Threat detection"", ""Traffic analysis""]",3,mid,Bachelor's degree in Information Technology,"[""GIAC Certified Defense Analyst (GCDA)""]",,2025-11-24 03:20:19
10684,10757,65.8,"[""Traffic analysis"", ""Network defense"", ""Vulnerability identification"", ""Anomaly detection""]","[""Threat detection"", ""Log analysis"", ""Security monitoring"", ""Security tool evaluation""]",2,entry,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
10685,10758,72.3,"[""Log analysis"", ""Traffic analysis"", ""Security monitoring"", ""Vulnerability identification"", ""Network defense""]","[""Threat detection"", ""Anomaly detection"", ""Security tool evaluation""]",2,entry,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
10686,10759,58.9,"[""Security tool evaluation"", ""Vulnerability identification"", ""Threat detection"", ""Security monitoring""]","[""Network defense"", ""Traffic analysis"", ""Log analysis"", ""Anomaly detection""]",5,mid,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
10687,10760,74.3,"[""Security tool evaluation"", ""Log analysis"", ""Threat detection"", ""Network defense"", ""Security monitoring""]","[""Traffic analysis"", ""Vulnerability identification"", ""Anomaly detection""]",2,entry,Master's degree in Information Security,"[""EC-Council Certified SOC Analyst (CSA)""]",,2025-11-24 03:20:19
10688,10761,72.3,"[""Traffic analysis"", ""Log analysis"", ""Security monitoring"", ""Network defense"", ""Anomaly detection""]","[""Threat detection"", ""Vulnerability identification"", ""Security tool evaluation""]",2,entry,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
10689,10762,80.9,"[""Vulnerability identification"", ""Log analysis"", ""Traffic analysis"", ""Threat detection"", ""Security monitoring"", ""Network defense""]","[""Anomaly detection"", ""Security tool evaluation""]",2,entry,Associate's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10690,10763,72.3,"[""Vulnerability identification"", ""Log analysis"", ""Security tool evaluation"", ""Threat detection"", ""Traffic analysis""]","[""Network defense"", ""Security monitoring"", ""Anomaly detection""]",3,mid,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
10691,10764,72.3,"[""Network defense"", ""Security tool evaluation"", ""Anomaly detection"", ""Security monitoring"", ""Threat detection""]","[""Traffic analysis"", ""Log analysis"", ""Vulnerability identification""]",1,entry,Master's degree in Cybersecurity,[],,2025-11-24 03:20:19
10692,10765,72.3,"[""Log analysis"", ""Threat detection"", ""Traffic analysis"", ""Security monitoring"", ""Anomaly detection""]","[""Network defense"", ""Vulnerability identification"", ""Security tool evaluation""]",3,mid,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
10693,10766,74.3,"[""Network defense"", ""Security monitoring"", ""Threat detection"", ""Log analysis"", ""Security tool evaluation""]","[""Traffic analysis"", ""Vulnerability identification"", ""Anomaly detection""]",3,mid,Master's degree in Information Security,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10694,10767,72.3,"[""Vulnerability identification"", ""Security tool evaluation"", ""Anomaly detection"", ""Security monitoring"", ""Threat detection""]","[""Network defense"", ""Traffic analysis"", ""Log analysis""]",3,mid,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
10695,10768,82.9,"[""Anomaly detection"", ""Security tool evaluation"", ""Log analysis"", ""Network defense"", ""Threat detection"", ""Security monitoring""]","[""Traffic analysis"", ""Vulnerability identification""]",3,mid,Master's degree in Cybersecurity,"[""EC-Council Certified SOC Analyst (CSA)"", ""CompTIA Security+""]",,2025-11-24 03:20:19
10696,10769,82.9,"[""Anomaly detection"", ""Security tool evaluation"", ""Network defense"", ""Log analysis"", ""Vulnerability identification"", ""Threat detection""]","[""Traffic analysis"", ""Security monitoring""]",2,entry,Master's degree in Information Security,"[""CompTIA Security+"", ""CompTIA CySA+""]",,2025-11-24 03:20:19
10697,10770,74.3,"[""Threat detection"", ""Traffic analysis"", ""Vulnerability identification"", ""Security monitoring"", ""Security tool evaluation""]","[""Network defense"", ""Log analysis"", ""Anomaly detection""]",1,entry,Master's degree in Cybersecurity,"[""CompTIA Security+""]",,2025-11-24 03:20:19
10698,10771,72.3,"[""Threat detection"", ""Anomaly detection"", ""Network defense"", ""Security tool evaluation"", ""Security monitoring""]","[""Traffic analysis"", ""Log analysis"", ""Vulnerability identification""]",2,entry,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
10699,10772,65.8,"[""Log analysis"", ""Network defense"", ""Threat detection"", ""Traffic analysis""]","[""Vulnerability identification"", ""Security monitoring"", ""Anomaly detection"", ""Security tool evaluation""]",1,entry,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
10700,10773,74.3,"[""Log analysis"", ""Traffic analysis"", ""Security tool evaluation"", ""Anomaly detection"", ""Vulnerability identification""]","[""Network defense"", ""Threat detection"", ""Security monitoring""]",3,mid,Bachelor's degree in Information Technology,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10701,10774,82.9,"[""Anomaly detection"", ""Network defense"", ""Threat detection"", ""Traffic analysis"", ""Vulnerability identification"", ""Security monitoring""]","[""Log analysis"", ""Security tool evaluation""]",1,entry,Bachelor's degree in Computer Science,"[""EC-Council Certified SOC Analyst (CSA)"", ""CompTIA Security+""]",,2025-11-24 03:20:19
10702,10775,74.3,"[""Log analysis"", ""Anomaly detection"", ""Vulnerability identification"", ""Threat detection"", ""Network defense""]","[""Traffic analysis"", ""Security monitoring"", ""Security tool evaluation""]",2,entry,Master's degree in Cybersecurity,"[""CompTIA Security+""]",,2025-11-24 03:20:19
10703,10776,74.3,"[""Vulnerability identification"", ""Security monitoring"", ""Log analysis"", ""Anomaly detection"", ""Network defense""]","[""Threat detection"", ""Traffic analysis"", ""Security tool evaluation""]",1,entry,Bachelor's degree in Information Technology,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10704,10777,54,"[""Security tool evaluation"", ""Log analysis"", ""Network defense""]","[""Threat detection"", ""Traffic analysis"", ""Vulnerability identification"", ""Security monitoring"", ""Anomaly detection""]",0,entry,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
10705,10778,74.3,"[""Security tool evaluation"", ""Anomaly detection"", ""Security monitoring"", ""Log analysis"", ""Traffic analysis""]","[""Network defense"", ""Threat detection"", ""Vulnerability identification""]",3,mid,Master's degree in Cybersecurity,"[""EC-Council Certified SOC Analyst (CSA)""]",,2025-11-24 03:20:19
10706,10779,74.3,"[""Vulnerability identification"", ""Security tool evaluation"", ""Security monitoring"", ""Network defense"", ""Traffic analysis""]","[""Threat detection"", ""Log analysis"", ""Anomaly detection""]",3,mid,Bachelor's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10707,10780,72.3,"[""Security tool evaluation"", ""Network defense"", ""Anomaly detection"", ""Log analysis"", ""Vulnerability identification""]","[""Threat detection"", ""Traffic analysis"", ""Security monitoring""]",3,mid,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
10708,10781,74.3,"[""Traffic analysis"", ""Vulnerability identification"", ""Security monitoring"", ""Log analysis"", ""Anomaly detection""]","[""Network defense"", ""Threat detection"", ""Security tool evaluation""]",1,entry,Bachelor's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10709,10782,74.1,"[""Evidence Collection"", ""Digital Evidence Handling"", ""Memory Forensics"", ""Technical Reporting"", ""Evidence Processing""]","[""File System Forensics"", ""Log Analysis"", ""Forensic Analysis""]",4,mid,Master's degree in Information Security,"[""GIAC Certified Forensic Examiner (GCFE)""]",,2025-11-24 03:20:19
10710,10783,82.1,"[""Memory Forensics"", ""Technical Reporting"", ""Evidence Processing"", ""Evidence Collection"", ""File System Forensics"", ""Digital Evidence Handling""]","[""Log Analysis"", ""Forensic Analysis""]",7,mid,Associate's degree in Cybersecurity,"[""CompTIA CySA+"", ""GIAC Certified Forensic Examiner (GCFE)""]",,2025-11-24 03:20:19
10711,10784,82.1,"[""File System Forensics"", ""Log Analysis"", ""Memory Forensics"", ""Digital Evidence Handling"", ""Evidence Collection"", ""Evidence Processing""]","[""Forensic Analysis"", ""Technical Reporting""]",5,mid,Bachelor's degree in Cybersecurity,"[""EnCase Certified Examiner (EnCE)"", ""GIAC Certified Forensic Analyst (GCFA)""]",,2025-11-24 03:20:19
10712,10785,74.1,"[""Technical Reporting"", ""Digital Evidence Handling"", ""Forensic Analysis"", ""Evidence Collection"", ""Evidence Processing""]","[""Memory Forensics"", ""File System Forensics"", ""Log Analysis""]",3,mid,Master's degree in Information Security,"[""GIAC Certified Forensic Analyst (GCFA)""]",,2025-11-24 03:20:19
10713,10786,74.1,"[""Memory Forensics"", ""Digital Evidence Handling"", ""Evidence Processing"", ""Forensic Analysis"", ""File System Forensics""]","[""Evidence Collection"", ""Log Analysis"", ""Technical Reporting""]",3,mid,Bachelor's degree in Cybersecurity,"[""Certified Forensic Computer Examiner (CFCE)""]",,2025-11-24 03:20:19
10714,10787,74.1,"[""Evidence Processing"", ""Forensic Analysis"", ""Evidence Collection"", ""Digital Evidence Handling"", ""Memory Forensics""]","[""File System Forensics"", ""Log Analysis"", ""Technical Reporting""]",3,mid,Bachelor's degree in Computer Science,"[""GIAC Certified Forensic Examiner (GCFE)""]",,2025-11-24 03:20:19
10715,10788,82.1,"[""Evidence Processing"", ""Evidence Collection"", ""Memory Forensics"", ""Log Analysis"", ""Digital Evidence Handling"", ""File System Forensics""]","[""Forensic Analysis"", ""Technical Reporting""]",5,mid,Bachelor's degree in Cybersecurity,"[""EnCase Certified Examiner (EnCE)"", ""Certified Forensic Computer Examiner (CFCE)""]",,2025-11-24 03:20:19
10716,10789,74.1,"[""Forensic Analysis"", ""Log Analysis"", ""Digital Evidence Handling"", ""Evidence Processing"", ""Evidence Collection""]","[""Memory Forensics"", ""File System Forensics"", ""Technical Reporting""]",6,mid,Bachelor's degree in Computer Science,"[""GIAC Certified Forensic Examiner (GCFE)""]",,2025-11-24 03:20:19
10717,10790,74.1,"[""File System Forensics"", ""Digital Evidence Handling"", ""Evidence Collection"", ""Log Analysis"", ""Memory Forensics""]","[""Evidence Processing"", ""Forensic Analysis"", ""Technical Reporting""]",6,mid,Bachelor's degree in Information Technology,"[""Certified Forensic Computer Examiner (CFCE)""]",,2025-11-24 03:20:19
10718,10791,74.1,"[""Evidence Processing"", ""Memory Forensics"", ""Forensic Analysis"", ""Evidence Collection"", ""Digital Evidence Handling""]","[""File System Forensics"", ""Log Analysis"", ""Technical Reporting""]",4,mid,Bachelor's degree in Computer Science,"[""EnCase Certified Examiner (EnCE)""]",,2025-11-24 03:20:19
10719,10792,74.1,"[""Log Analysis"", ""Technical Reporting"", ""Memory Forensics"", ""Evidence Collection"", ""Digital Evidence Handling""]","[""Evidence Processing"", ""File System Forensics"", ""Forensic Analysis""]",7,mid,Master's degree in Information Security,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10720,10793,74.1,"[""Evidence Processing"", ""Log Analysis"", ""Memory Forensics"", ""Forensic Analysis"", ""Digital Evidence Handling""]","[""Evidence Collection"", ""File System Forensics"", ""Technical Reporting""]",5,mid,Bachelor's degree in Computer Science,"[""GIAC Certified Forensic Analyst (GCFA)""]",,2025-11-24 03:20:19
10721,10794,82.1,"[""Memory Forensics"", ""Technical Reporting"", ""Digital Evidence Handling"", ""File System Forensics"", ""Log Analysis"", ""Evidence Collection""]","[""Evidence Processing"", ""Forensic Analysis""]",5,mid,Bachelor's degree in Information Technology,"[""EnCase Certified Examiner (EnCE)"", ""GIAC Certified Forensic Examiner (GCFE)""]",,2025-11-24 03:20:19
10722,10795,74.1,"[""Log Analysis"", ""Digital Evidence Handling"", ""Evidence Collection"", ""File System Forensics"", ""Forensic Analysis""]","[""Evidence Processing"", ""Memory Forensics"", ""Technical Reporting""]",5,mid,Bachelor's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10723,10796,74.1,"[""Memory Forensics"", ""Technical Reporting"", ""Evidence Collection"", ""Evidence Processing"", ""File System Forensics""]","[""Digital Evidence Handling"", ""Log Analysis"", ""Forensic Analysis""]",5,mid,Associate's degree in Cybersecurity,"[""EnCase Certified Examiner (EnCE)""]",,2025-11-24 03:20:19
10724,10797,82.1,"[""Evidence Processing"", ""File System Forensics"", ""Memory Forensics"", ""Technical Reporting"", ""Digital Evidence Handling"", ""Evidence Collection""]","[""Log Analysis"", ""Forensic Analysis""]",7,mid,Associate's degree in Cybersecurity,"[""GIAC Certified Forensic Examiner (GCFE)"", ""EnCase Certified Examiner (EnCE)""]",,2025-11-24 03:20:19
10725,10798,60.6,"[""Evidence Processing"", ""Log Analysis"", ""Forensic Analysis"", ""Memory Forensics""]","[""Digital Evidence Handling"", ""Evidence Collection"", ""File System Forensics"", ""Technical Reporting""]",2,entry,Master's degree in Cybersecurity,[],,2025-11-24 03:20:19
10726,10799,82.1,"[""Technical Reporting"", ""Forensic Analysis"", ""Memory Forensics"", ""File System Forensics"", ""Evidence Collection"", ""Digital Evidence Handling""]","[""Evidence Processing"", ""Log Analysis""]",5,mid,Bachelor's degree in Cybersecurity,"[""Certified Forensic Computer Examiner (CFCE)"", ""GIAC Certified Forensic Analyst (GCFA)""]",,2025-11-24 03:20:19
10727,10800,74.1,"[""Evidence Collection"", ""Technical Reporting"", ""Evidence Processing"", ""Memory Forensics"", ""Forensic Analysis""]","[""Digital Evidence Handling"", ""File System Forensics"", ""Log Analysis""]",3,mid,Bachelor's degree in Computer Science,"[""GIAC Certified Forensic Analyst (GCFA)""]",,2025-11-24 03:20:19
10728,10801,74.1,"[""Evidence Processing"", ""Evidence Collection"", ""Memory Forensics"", ""Forensic Analysis"", ""Log Analysis""]","[""Digital Evidence Handling"", ""File System Forensics"", ""Technical Reporting""]",4,mid,Bachelor's degree in Information Technology,"[""GIAC Certified Forensic Analyst (GCFA)""]",,2025-11-24 03:20:19
10729,10802,82.1,"[""Log Analysis"", ""Memory Forensics"", ""Digital Evidence Handling"", ""File System Forensics"", ""Evidence Processing"", ""Forensic Analysis""]","[""Evidence Collection"", ""Technical Reporting""]",6,mid,Master's degree in Cybersecurity,"[""Certified Forensic Computer Examiner (CFCE)"", ""GIAC Certified Forensic Analyst (GCFA)""]",,2025-11-24 03:20:19
10730,10803,64.2,"[""Evidence Collection"", ""Digital Evidence Handling"", ""Log Analysis"", ""Memory Forensics""]","[""Evidence Processing"", ""File System Forensics"", ""Forensic Analysis"", ""Technical Reporting""]",8,senior,Associate's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10731,10804,82.1,"[""Digital Evidence Handling"", ""Technical Reporting"", ""Memory Forensics"", ""Evidence Collection"", ""Log Analysis"", ""Forensic Analysis""]","[""Evidence Processing"", ""File System Forensics""]",6,mid,Master's degree in Cybersecurity,"[""EnCase Certified Examiner (EnCE)"", ""Certified Forensic Computer Examiner (CFCE)""]",,2025-11-24 03:20:19
10732,10805,74.1,"[""Forensic Analysis"", ""Evidence Processing"", ""Evidence Collection"", ""Digital Evidence Handling"", ""Memory Forensics""]","[""File System Forensics"", ""Log Analysis"", ""Technical Reporting""]",7,mid,Bachelor's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
10733,10806,82.1,"[""Evidence Processing"", ""Technical Reporting"", ""Forensic Analysis"", ""Evidence Collection"", ""Digital Evidence Handling"", ""File System Forensics""]","[""Memory Forensics"", ""Log Analysis""]",3,mid,Bachelor's degree in Computer Science,"[""EnCase Certified Examiner (EnCE)"", ""Certified Forensic Computer Examiner (CFCE)""]",,2025-11-24 03:20:19
10734,10807,56.1,"[""Memory Forensics"", ""Log Analysis"", ""File System Forensics""]","[""Digital Evidence Handling"", ""Evidence Collection"", ""Evidence Processing"", ""Forensic Analysis"", ""Technical Reporting""]",8,senior,Bachelor's degree in Cybersecurity,[],,2025-11-24 03:20:19
10735,10808,68.7,"[""Digital Evidence Handling"", ""Evidence Collection"", ""File System Forensics"", ""Log Analysis"", ""Memory Forensics""]","[""Evidence Processing"", ""Forensic Analysis"", ""Technical Reporting""]",2,entry,Bachelor's degree in Information Technology,"[""GIAC Certified Forensic Analyst (GCFA)""]",,2025-11-24 03:20:19
10736,10809,82.1,"[""Evidence Processing"", ""Digital Evidence Handling"", ""Evidence Collection"", ""Technical Reporting"", ""Memory Forensics"", ""File System Forensics""]","[""Log Analysis"", ""Forensic Analysis""]",6,mid,Master's degree in Information Security,"[""CompTIA CySA+"", ""EnCase Certified Examiner (EnCE)""]",,2025-11-24 03:20:19
10737,10810,74.1,"[""File System Forensics"", ""Evidence Collection"", ""Log Analysis"", ""Forensic Analysis"", ""Technical Reporting""]","[""Digital Evidence Handling"", ""Evidence Processing"", ""Memory Forensics""]",7,mid,Bachelor's degree in Information Technology,"[""GIAC Certified Forensic Analyst (GCFA)""]",,2025-11-24 03:20:19
10738,10811,74.1,"[""Evidence Processing"", ""Technical Reporting"", ""Digital Evidence Handling"", ""Log Analysis"", ""File System Forensics""]","[""Evidence Collection"", ""Memory Forensics"", ""Forensic Analysis""]",3,mid,Master's degree in Information Security,"[""EnCase Certified Examiner (EnCE)""]",,2025-11-24 03:20:19
10739,10812,66.8,"[""File System Forensics"", ""Digital Evidence Handling"", ""Evidence Collection"", ""Memory Forensics"", ""Log Analysis""]","[""Evidence Processing"", ""Forensic Analysis"", ""Technical Reporting""]",9,senior,Associate's degree in Cybersecurity,"[""EnCase Certified Examiner (EnCE)""]",,2025-11-24 03:20:19
10740,10813,66.8,"[""Digital Evidence Handling"", ""Evidence Collection"", ""Log Analysis"", ""Technical Reporting"", ""File System Forensics""]","[""Evidence Processing"", ""Memory Forensics"", ""Forensic Analysis""]",2,entry,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
10741,10814,74.1,"[""Digital Evidence Handling"", ""Evidence Collection"", ""Forensic Analysis"", ""Log Analysis"", ""File System Forensics""]","[""Evidence Processing"", ""Memory Forensics"", ""Technical Reporting""]",5,mid,Bachelor's degree in Computer Science,"[""EnCase Certified Examiner (EnCE)""]",,2025-11-24 03:20:19
10742,10815,74.1,"[""Digital Evidence Handling"", ""Evidence Collection"", ""File System Forensics"", ""Forensic Analysis"", ""Memory Forensics""]","[""Evidence Processing"", ""Log Analysis"", ""Technical Reporting""]",6,mid,Associate's degree in Cybersecurity,"[""GIAC Certified Forensic Examiner (GCFE)""]",,2025-11-24 03:20:19
10743,10816,68.7,"[""File System Forensics"", ""Log Analysis"", ""Technical Reporting"", ""Forensic Analysis"", ""Evidence Processing""]","[""Digital Evidence Handling"", ""Evidence Collection"", ""Memory Forensics""]",8,senior,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
10744,10817,74.1,"[""Evidence Processing"", ""Technical Reporting"", ""File System Forensics"", ""Evidence Collection"", ""Memory Forensics""]","[""Digital Evidence Handling"", ""Log Analysis"", ""Forensic Analysis""]",5,mid,Bachelor's degree in Information Technology,"[""EnCase Certified Examiner (EnCE)""]",,2025-11-24 03:20:19
10745,10818,74.1,"[""Evidence Collection"", ""Technical Reporting"", ""Memory Forensics"", ""Forensic Analysis"", ""Digital Evidence Handling""]","[""Evidence Processing"", ""File System Forensics"", ""Log Analysis""]",5,mid,Master's degree in Cybersecurity,"[""EnCase Certified Examiner (EnCE)""]",,2025-11-24 03:20:19
10746,10819,82.1,"[""Memory Forensics"", ""Evidence Collection"", ""Log Analysis"", ""Evidence Processing"", ""Digital Evidence Handling"", ""Technical Reporting""]","[""File System Forensics"", ""Forensic Analysis""]",5,mid,Bachelor's degree in Computer Science,"[""GIAC Certified Forensic Examiner (GCFE)"", ""Certified Forensic Computer Examiner (CFCE)""]",,2025-11-24 03:20:19
10747,10820,66,"[""Forensic Analysis"", ""Log Analysis"", ""File System Forensics"", ""Technical Reporting""]","[""Digital Evidence Handling"", ""Evidence Collection"", ""Evidence Processing"", ""Memory Forensics""]",6,mid,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
10748,10821,82.1,"[""Technical Reporting"", ""Digital Evidence Handling"", ""Log Analysis"", ""Memory Forensics"", ""Forensic Analysis"", ""Evidence Collection""]","[""Evidence Processing"", ""File System Forensics""]",5,mid,Master's degree in Cybersecurity,"[""EnCase Certified Examiner (EnCE)"", ""GIAC Certified Forensic Analyst (GCFA)""]",,2025-11-24 03:20:19
10749,10822,74.1,"[""Forensic Analysis"", ""Digital Evidence Handling"", ""Memory Forensics"", ""File System Forensics"", ""Evidence Collection""]","[""Evidence Processing"", ""Log Analysis"", ""Technical Reporting""]",3,mid,Master's degree in Cybersecurity,"[""EnCase Certified Examiner (EnCE)""]",,2025-11-24 03:20:19
10750,10823,74.1,"[""Evidence Collection"", ""Log Analysis"", ""Technical Reporting"", ""Digital Evidence Handling"", ""Evidence Processing""]","[""Memory Forensics"", ""File System Forensics"", ""Forensic Analysis""]",5,mid,Associate's degree in Cybersecurity,"[""Certified Forensic Computer Examiner (CFCE)""]",,2025-11-24 03:20:19
10751,10824,74.1,"[""Technical Reporting"", ""Evidence Processing"", ""File System Forensics"", ""Log Analysis"", ""Digital Evidence Handling""]","[""Evidence Collection"", ""Memory Forensics"", ""Forensic Analysis""]",4,mid,Bachelor's degree in Computer Science,"[""Certified Forensic Computer Examiner (CFCE)""]",,2025-11-24 03:20:19
10752,10825,82.1,"[""Memory Forensics"", ""Log Analysis"", ""Evidence Collection"", ""Digital Evidence Handling"", ""File System Forensics"", ""Evidence Processing""]","[""Forensic Analysis"", ""Technical Reporting""]",6,mid,Bachelor's degree in Information Technology,"[""GIAC Certified Forensic Analyst (GCFA)"", ""EnCase Certified Examiner (EnCE)""]",,2025-11-24 03:20:19
10753,10826,74.1,"[""File System Forensics"", ""Technical Reporting"", ""Digital Evidence Handling"", ""Evidence Collection"", ""Memory Forensics""]","[""Evidence Processing"", ""Log Analysis"", ""Forensic Analysis""]",7,mid,Bachelor's degree in Cybersecurity,"[""Certified Forensic Computer Examiner (CFCE)""]",,2025-11-24 03:20:19
10754,10827,82.1,"[""Evidence Processing"", ""Evidence Collection"", ""Technical Reporting"", ""Digital Evidence Handling"", ""Forensic Analysis"", ""File System Forensics""]","[""Memory Forensics"", ""Log Analysis""]",6,mid,Bachelor's degree in Computer Science,"[""EnCase Certified Examiner (EnCE)"", ""CompTIA CySA+""]",,2025-11-24 03:20:19
10755,10828,74.1,"[""Forensic Analysis"", ""Log Analysis"", ""Evidence Collection"", ""Memory Forensics"", ""Technical Reporting""]","[""Digital Evidence Handling"", ""Evidence Processing"", ""File System Forensics""]",7,mid,Master's degree in Information Security,"[""Certified Forensic Computer Examiner (CFCE)""]",,2025-11-24 03:20:19
