application_id,candidate_id,role_id,job_title,status,ai_score,applied_at,matched_skills,missing_skills
206,206,3,Security Engineer,test_completed,68.5,2024-11-04T00:00:00,"VPN, Security Architecture, IDS/IPS, Firewall Management, Network Security",
207,207,3,Security Engineer,test_completed,72.3,2024-11-15T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
208,208,3,Security Engineer,test_completed,74.6,2024-11-02T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
209,209,3,Security Engineer,test_completed,68.3,2024-10-29T00:00:00,"VPN, Security Architecture, IDS/IPS, Firewall Management, Network Security",
210,210,3,Security Engineer,test_completed,70.4,2024-10-01T00:00:00,"Security Architecture, IDS/IPS, VPN","Firewall Management, Network Security"
211,211,3,Security Engineer,not_eligible,56.2,2024-11-14T00:00:00,"Security Architecture, VPN","IDS/IPS, Firewall Management, Network Security"
212,212,3,Security Engineer,not_eligible,61.5,2024-10-03T00:00:00,"VPN, Security Architecture, IDS/IPS, Firewall Management, Network Security",
213,213,3,Security Engineer,not_eligible,57.4,2024-11-08T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
214,214,3,Security Engineer,not_eligible,58.2,2024-11-05T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
215,215,3,Security Engineer,not_eligible,55.1,2024-11-14T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
216,216,3,Security Engineer,not_eligible,62.5,2024-10-15T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
217,217,3,Security Engineer,not_eligible,63.3,2024-10-21T00:00:00,"IDS/IPS, Firewall Management, VPN","Security Architecture, Network Security"
218,218,3,Security Engineer,not_eligible,60.5,2024-11-01T00:00:00,"IDS/IPS, Firewall Management, VPN","Security Architecture, Network Security"
219,219,3,Security Engineer,not_eligible,57.5,2024-11-11T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
220,220,3,Security Engineer,not_eligible,63.4,2024-10-13T00:00:00,"Security Architecture, Network Security, VPN","IDS/IPS, Firewall Management"
221,221,3,Security Engineer,not_eligible,59.8,2024-10-07T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
222,222,3,Security Engineer,not_eligible,61.8,2024-11-07T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
223,223,3,Security Engineer,not_eligible,56.1,2024-11-10T00:00:00,"Security Architecture, Firewall Management, VPN","IDS/IPS, Network Security"
224,224,3,Security Engineer,not_eligible,55,2024-11-10T00:00:00,"IDS/IPS, VPN","Security Architecture, Firewall Management, Network Security"
225,225,3,Security Engineer,not_eligible,61.8,2024-11-02T00:00:00,"Security Architecture, Firewall Management, VPN","IDS/IPS, Network Security"
226,226,3,Security Engineer,not_eligible,56.7,2024-10-02T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
227,227,3,Security Engineer,not_eligible,59.4,2024-10-02T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, Network Security",VPN
228,228,3,Security Engineer,not_eligible,55,2024-10-17T00:00:00,"Firewall Management, VPN","Security Architecture, IDS/IPS, Network Security"
229,229,3,Security Engineer,not_eligible,62.0,2024-11-15T00:00:00,"Security Architecture, Firewall Management, VPN","IDS/IPS, Network Security"
230,230,3,Security Engineer,not_eligible,61.1,2024-10-29T00:00:00,"Security Architecture, Firewall Management, VPN","IDS/IPS, Network Security"
231,231,3,Security Engineer,not_eligible,60.3,2024-10-06T00:00:00,"Security Architecture, IDS/IPS, Firewall Management","Network Security, VPN"
232,232,3,Security Engineer,not_eligible,57.8,2024-10-13T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
233,233,3,Security Engineer,not_eligible,60.4,2024-10-28T00:00:00,"Security Architecture, VPN","IDS/IPS, Firewall Management, Network Security"
234,234,3,Security Engineer,not_eligible,59.0,2024-10-16T00:00:00,"IDS/IPS, Firewall Management, VPN","Security Architecture, Network Security"
235,235,3,Security Engineer,not_eligible,64.7,2024-11-04T00:00:00,"VPN, Security Architecture, IDS/IPS, Firewall Management, Network Security",
236,236,3,Security Engineer,not_eligible,60.6,2024-10-14T00:00:00,"Security Architecture, IDS/IPS, VPN","Firewall Management, Network Security"
237,237,3,Security Engineer,not_eligible,64.2,2024-10-16T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
238,238,3,Security Engineer,not_eligible,61.0,2024-11-07T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
239,239,3,Security Engineer,not_eligible,57.9,2024-10-12T00:00:00,"Security Architecture, IDS/IPS, Firewall Management","Network Security, VPN"
240,240,3,Security Engineer,not_eligible,59.9,2024-11-15T00:00:00,"Security Architecture, IDS/IPS, VPN","Firewall Management, Network Security"
241,241,3,Security Engineer,not_eligible,55.1,2024-11-08T00:00:00,"Security Architecture, IDS/IPS","Firewall Management, Network Security, VPN"
242,242,3,Security Engineer,not_eligible,61.8,2024-10-12T00:00:00,"Security Architecture, IDS/IPS, Firewall Management","Network Security, VPN"
243,243,3,Security Engineer,not_eligible,61.3,2024-10-26T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
244,244,3,Security Engineer,not_eligible,57.1,2024-10-06T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
245,245,3,Security Engineer,not_eligible,55,2024-10-05T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
246,246,3,Security Engineer,not_eligible,57.9,2024-10-15T00:00:00,"Firewall Management, VPN","Security Architecture, IDS/IPS, Network Security"
247,247,3,Security Engineer,not_eligible,56.4,2024-11-09T00:00:00,"Security Architecture, IDS/IPS, Firewall Management","Network Security, VPN"
248,248,3,Security Engineer,not_eligible,60.2,2024-11-16T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
249,249,3,Security Engineer,not_eligible,56.8,2024-10-04T00:00:00,"Security Architecture, Firewall Management, VPN","IDS/IPS, Network Security"
250,250,3,Security Engineer,not_eligible,58.8,2024-10-15T00:00:00,"Security Architecture, IDS/IPS, VPN","Firewall Management, Network Security"
251,251,3,Security Engineer,not_eligible,58.8,2024-10-29T00:00:00,"Security Architecture, IDS/IPS, VPN","Firewall Management, Network Security"
252,252,3,Security Engineer,not_eligible,63.9,2024-10-19T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
253,253,3,Security Engineer,not_eligible,60.1,2024-10-28T00:00:00,"Security Architecture, IDS/IPS, Firewall Management, VPN",Network Security
254,254,3,Security Engineer,not_eligible,56.6,2024-10-12T00:00:00,"Security Architecture, Firewall Management","IDS/IPS, Network Security, VPN"
255,255,3,Security Engineer,not_eligible,55.4,2024-10-23T00:00:00,"Security Architecture, IDS/IPS, Firewall Management","Network Security, VPN"
256,256,4,SOC Analyst,test_completed,85.5,2024-10-01T00:00:00,"SIEM, Log Analysis, Security Monitoring, Incident Response",Threat Intelligence
257,257,4,SOC Analyst,test_completed,89.5,2024-10-30T00:00:00,"SIEM, Log Analysis, Incident Response, Threat Intelligence, Security Monitoring",
258,258,4,SOC Analyst,test_completed,91.8,2024-10-03T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
259,259,4,SOC Analyst,test_completed,88.3,2024-10-16T00:00:00,"Log Analysis, Threat Intelligence, Security Monitoring, Incident Response",SIEM
260,260,4,SOC Analyst,test_completed,83.8,2024-10-29T00:00:00,SIEM,"Log Analysis, Threat Intelligence, Security Monitoring"
261,261,4,SOC Analyst,test_completed,78.8,2024-10-26T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
262,262,4,SOC Analyst,test_completed,75.4,2024-10-21T00:00:00,"SIEM, Threat Intelligence, Security Monitoring, Incident Response",Log Analysis
263,263,4,SOC Analyst,test_completed,76.9,2024-11-12T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Security Monitoring",Incident Response
264,264,4,SOC Analyst,test_completed,81.4,2024-11-11T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
265,265,4,SOC Analyst,test_completed,78.5,2024-11-01T00:00:00,"Log Analysis, Incident Response","SIEM, Threat Intelligence, Security Monitoring"
266,266,4,SOC Analyst,test_completed,78.2,2024-10-15T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
267,267,4,SOC Analyst,test_completed,80.4,2024-10-01T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
268,268,4,SOC Analyst,test_completed,83.0,2024-11-05T00:00:00,"SIEM, Log Analysis, Incident Response","Threat Intelligence, Security Monitoring"
269,269,4,SOC Analyst,test_completed,82.8,2024-11-14T00:00:00,"SIEM, Threat Intelligence, Incident Response","Log Analysis, Security Monitoring"
270,270,4,SOC Analyst,test_completed,77.1,2024-11-06T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
271,271,4,SOC Analyst,test_completed,81.9,2024-10-19T00:00:00,"SIEM, Threat Intelligence, Security Monitoring, Incident Response",Log Analysis
272,272,4,SOC Analyst,test_completed,83.7,2024-10-20T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
273,273,4,SOC Analyst,test_completed,75.9,2024-10-17T00:00:00,"SIEM, Threat Intelligence, Security Monitoring, Incident Response",Log Analysis
274,274,4,SOC Analyst,test_completed,82.7,2024-10-04T00:00:00,"SIEM, Log Analysis, Incident Response, Threat Intelligence, Security Monitoring",
275,275,4,SOC Analyst,test_completed,79.6,2024-10-27T00:00:00,"SIEM, Threat Intelligence","Log Analysis, Security Monitoring, Incident Response"
276,276,4,SOC Analyst,test_completed,71.1,2024-10-20T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
277,277,4,SOC Analyst,test_completed,72.9,2024-11-04T00:00:00,"SIEM, Log Analysis, Security Monitoring, Incident Response",Threat Intelligence
278,278,4,SOC Analyst,test_completed,72.3,2024-10-27T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
279,279,4,SOC Analyst,test_completed,67.4,2024-10-24T00:00:00,"SIEM, Threat Intelligence, Security Monitoring, Incident Response",Log Analysis
280,280,4,SOC Analyst,test_completed,68.2,2024-10-18T00:00:00,"SIEM, Threat Intelligence, Security Monitoring, Incident Response",Log Analysis
281,281,4,SOC Analyst,test_completed,69.7,2024-10-23T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
282,282,4,SOC Analyst,test_completed,68.9,2024-10-03T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
283,283,4,SOC Analyst,test_completed,70.3,2024-11-05T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
284,284,4,SOC Analyst,test_completed,70.2,2024-10-24T00:00:00,"SIEM, Log Analysis, Incident Response, Threat Intelligence, Security Monitoring",
285,285,4,SOC Analyst,test_completed,69.8,2024-10-23T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
286,286,4,SOC Analyst,test_completed,73.8,2024-10-14T00:00:00,"SIEM, Log Analysis, Incident Response, Threat Intelligence, Security Monitoring",
287,287,4,SOC Analyst,test_completed,65.6,2024-10-09T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Security Monitoring",Incident Response
288,288,4,SOC Analyst,test_completed,69.7,2024-10-12T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
289,289,4,SOC Analyst,test_completed,68.0,2024-10-12T00:00:00,"SIEM, Log Analysis, Incident Response, Threat Intelligence, Security Monitoring",
290,290,4,SOC Analyst,test_completed,68.3,2024-11-07T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
291,291,4,SOC Analyst,test_completed,71.7,2024-10-12T00:00:00,"Threat Intelligence, Security Monitoring, Incident Response","SIEM, Log Analysis"
292,292,4,SOC Analyst,test_completed,69.5,2024-10-15T00:00:00,"SIEM, Log Analysis, Incident Response","Threat Intelligence, Security Monitoring"
293,293,4,SOC Analyst,test_completed,67.5,2024-11-10T00:00:00,"SIEM, Threat Intelligence, Incident Response","Log Analysis, Security Monitoring"
294,294,4,SOC Analyst,test_completed,69.9,2024-11-03T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
295,295,4,SOC Analyst,test_completed,72.8,2024-10-26T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
296,296,4,SOC Analyst,test_completed,73.6,2024-10-15T00:00:00,"SIEM, Log Analysis, Incident Response, Threat Intelligence, Security Monitoring",
297,297,4,SOC Analyst,test_completed,68.3,2024-11-07T00:00:00,"Log Analysis, Threat Intelligence, Security Monitoring, Incident Response",SIEM
298,298,4,SOC Analyst,test_completed,72.1,2024-10-11T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
299,299,4,SOC Analyst,test_completed,68.7,2024-11-10T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
300,300,4,SOC Analyst,test_completed,68.0,2024-10-04T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
301,301,4,SOC Analyst,test_completed,71.3,2024-10-13T00:00:00,"SIEM, Log Analysis, Incident Response","Threat Intelligence, Security Monitoring"
302,302,4,SOC Analyst,test_completed,71.9,2024-11-03T00:00:00,"Log Analysis, Threat Intelligence, Incident Response","SIEM, Security Monitoring"
303,303,4,SOC Analyst,test_completed,68.0,2024-10-30T00:00:00,"SIEM, Log Analysis, Security Monitoring, Incident Response",Threat Intelligence
304,304,4,SOC Analyst,test_completed,66.2,2024-11-02T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
305,305,4,SOC Analyst,test_completed,70.0,2024-11-14T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
306,306,4,SOC Analyst,not_eligible,58.7,2024-11-16T00:00:00,"SIEM, Log Analysis, Incident Response, Threat Intelligence, Security Monitoring",
307,307,4,SOC Analyst,not_eligible,59.4,2024-10-03T00:00:00,"SIEM, Log Analysis, Threat Intelligence","Security Monitoring, Incident Response"
308,308,4,SOC Analyst,not_eligible,57.1,2024-10-25T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
309,309,4,SOC Analyst,test_completed,64.0,2024-10-30T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
310,310,4,SOC Analyst,not_eligible,56.8,2024-10-11T00:00:00,"SIEM, Threat Intelligence, Incident Response","Log Analysis, Security Monitoring"
311,311,4,SOC Analyst,not_eligible,58.4,2024-10-15T00:00:00,"SIEM, Log Analysis, Incident Response, Threat Intelligence, Security Monitoring",
312,312,4,SOC Analyst,not_eligible,56.7,2024-11-08T00:00:00,"Log Analysis, Threat Intelligence, Incident Response","SIEM, Security Monitoring"
313,313,4,SOC Analyst,test_completed,62.5,2024-10-06T00:00:00,"Log Analysis, Threat Intelligence, Incident Response","SIEM, Security Monitoring"
314,314,4,SOC Analyst,not_eligible,56.4,2024-11-05T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
315,315,4,SOC Analyst,test_completed,60.6,2024-10-15T00:00:00,"Log Analysis, Threat Intelligence, Security Monitoring","SIEM, Incident Response"
316,316,4,SOC Analyst,test_completed,60.8,2024-10-27T00:00:00,"SIEM, Log Analysis, Incident Response, Threat Intelligence, Security Monitoring",
317,317,4,SOC Analyst,test_completed,62.6,2024-10-27T00:00:00,"SIEM, Log Analysis, Incident Response","Threat Intelligence, Security Monitoring"
318,318,4,SOC Analyst,not_eligible,58.9,2024-10-23T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
319,319,4,SOC Analyst,not_eligible,58.3,2024-10-06T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
320,320,4,SOC Analyst,not_eligible,56.8,2024-10-13T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
321,321,4,SOC Analyst,not_eligible,58.2,2024-10-30T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
322,322,4,SOC Analyst,test_completed,62.4,2024-10-01T00:00:00,Incident Response,"SIEM, Log Analysis, Threat Intelligence"
323,323,4,SOC Analyst,test_completed,60.8,2024-11-15T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
324,324,4,SOC Analyst,not_eligible,59.9,2024-11-09T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
325,325,4,SOC Analyst,test_completed,64.2,2024-10-29T00:00:00,"SIEM, Log Analysis, Incident Response, Threat Intelligence, Security Monitoring",
326,326,4,SOC Analyst,test_completed,60.3,2024-11-10T00:00:00,"Log Analysis, Threat Intelligence, Incident Response","SIEM, Security Monitoring"
327,327,4,SOC Analyst,test_completed,60.6,2024-10-14T00:00:00,"SIEM, Log Analysis, Security Monitoring, Incident Response",Threat Intelligence
328,328,4,SOC Analyst,test_completed,63.1,2024-11-08T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
329,329,4,SOC Analyst,not_eligible,56.2,2024-11-08T00:00:00,"Log Analysis, Threat Intelligence, Incident Response","SIEM, Security Monitoring"
330,330,4,SOC Analyst,not_eligible,56.1,2024-10-21T00:00:00,"SIEM, Log Analysis","Threat Intelligence, Security Monitoring, Incident Response"
331,331,4,SOC Analyst,not_eligible,58.1,2024-11-09T00:00:00,"SIEM, Log Analysis, Threat Intelligence, Incident Response",Security Monitoring
332,332,4,SOC Analyst,test_completed,65.4,2024-10-11T00:00:00,"SIEM, Log Analysis, Incident Response, Threat Intelligence, Security Monitoring",
333,333,4,SOC Analyst,not_eligible,55,2024-10-12T00:00:00,"SIEM, Log Analysis","Threat Intelligence, Security Monitoring, Incident Response"
334,334,4,SOC Analyst,test_completed,61.3,2024-10-14T00:00:00,"SIEM, Threat Intelligence, Security Monitoring","Log Analysis, Incident Response"
335,335,4,SOC Analyst,not_eligible,55,2024-10-15T00:00:00,"SIEM, Threat Intelligence, Incident Response","Log Analysis, Security Monitoring"
336,336,5,Vulnerability Analyst,test_completed,90.9,2024-11-05T00:00:00,"Risk Assessment, Patch Management, Nessus, Vulnerability Assessment",OpenVAS
337,337,5,Vulnerability Analyst,test_completed,90.1,2024-10-05T00:00:00,"Risk Assessment, Nessus, Vulnerability Assessment","Patch Management, OpenVAS"
338,338,5,Vulnerability Analyst,test_completed,89.7,2024-11-11T00:00:00,"Risk Assessment, Patch Management, Nessus","Vulnerability Assessment, OpenVAS"
339,339,5,Vulnerability Analyst,test_completed,89.5,2024-11-04T00:00:00,"Risk Assessment, Patch Management, Nessus, Vulnerability Assessment",OpenVAS
340,340,5,Vulnerability Analyst,test_completed,85.1,2024-10-07T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
341,341,5,Vulnerability Analyst,test_completed,84.2,2024-11-03T00:00:00,"Risk Assessment, Patch Management, Vulnerability Assessment","Nessus, OpenVAS"
342,342,5,Vulnerability Analyst,test_completed,83.9,2024-11-13T00:00:00,"Risk Assessment, Patch Management, OpenVAS","Nessus, Vulnerability Assessment"
343,343,5,Vulnerability Analyst,test_completed,82.7,2024-10-21T00:00:00,"Patch Management, Nessus, Vulnerability Assessment, OpenVAS",Risk Assessment
344,344,5,Vulnerability Analyst,test_completed,80.4,2024-10-03T00:00:00,"Nessus, Vulnerability Assessment","Risk Assessment, Patch Management, OpenVAS"
345,345,5,Vulnerability Analyst,test_completed,80.7,2024-10-21T00:00:00,"Risk Assessment, Nessus, Vulnerability Assessment, OpenVAS",Patch Management
346,346,5,Vulnerability Analyst,test_completed,81.0,2024-10-12T00:00:00,"Risk Assessment, Patch Management, Vulnerability Assessment","Nessus, OpenVAS"
347,347,5,Vulnerability Analyst,test_completed,76.7,2024-10-09T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
348,348,5,Vulnerability Analyst,test_completed,79.7,2024-10-07T00:00:00,"Risk Assessment, Patch Management, OpenVAS","Nessus, Vulnerability Assessment"
349,349,5,Vulnerability Analyst,test_completed,75.4,2024-10-28T00:00:00,"Risk Assessment, Patch Management, Nessus, Vulnerability Assessment",OpenVAS
350,350,5,Vulnerability Analyst,test_completed,79.5,2024-10-30T00:00:00,"Risk Assessment, Patch Management, Nessus","Vulnerability Assessment, OpenVAS"
351,351,5,Vulnerability Analyst,test_completed,78.5,2024-10-29T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
352,352,5,Vulnerability Analyst,test_completed,80.2,2024-10-07T00:00:00,"Risk Assessment, Patch Management, Vulnerability Assessment","Nessus, OpenVAS"
353,353,5,Vulnerability Analyst,test_completed,78.5,2024-10-08T00:00:00,"Risk Assessment, Patch Management, Nessus","Vulnerability Assessment, OpenVAS"
354,354,5,Vulnerability Analyst,test_completed,81.0,2024-11-10T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
355,355,5,Vulnerability Analyst,test_completed,81.4,2024-11-11T00:00:00,"Risk Assessment, Patch Management, Nessus, Vulnerability Assessment",OpenVAS
356,356,5,Vulnerability Analyst,test_completed,66.9,2024-11-01T00:00:00,"Risk Assessment, Patch Management, Nessus, Vulnerability Assessment",OpenVAS
357,357,5,Vulnerability Analyst,test_completed,69.6,2024-10-17T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
358,358,5,Vulnerability Analyst,test_completed,68.1,2024-11-16T00:00:00,"Patch Management, Vulnerability Assessment, Nessus, Risk Assessment, OpenVAS",
359,359,5,Vulnerability Analyst,test_completed,70.7,2024-11-06T00:00:00,"Risk Assessment, Patch Management, Vulnerability Assessment","Nessus, OpenVAS"
360,360,5,Vulnerability Analyst,test_completed,71.4,2024-10-05T00:00:00,"Patch Management, Nessus","Risk Assessment, Vulnerability Assessment, OpenVAS"
361,361,5,Vulnerability Analyst,test_completed,65.3,2024-11-05T00:00:00,"Risk Assessment, Patch Management, Vulnerability Assessment, OpenVAS",Nessus
362,362,5,Vulnerability Analyst,test_completed,70.9,2024-11-05T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
363,363,5,Vulnerability Analyst,test_completed,71.8,2024-10-23T00:00:00,"Risk Assessment, Patch Management, Nessus, OpenVAS",Vulnerability Assessment
364,364,5,Vulnerability Analyst,test_completed,74.6,2024-11-03T00:00:00,"Risk Assessment, Nessus, Vulnerability Assessment, OpenVAS",Patch Management
365,365,5,Vulnerability Analyst,test_completed,68.0,2024-10-31T00:00:00,,"Patch Management, Vulnerability Assessment, Nessus"
366,366,5,Vulnerability Analyst,test_completed,69.1,2024-10-16T00:00:00,"Patch Management, Nessus","Risk Assessment, Vulnerability Assessment, OpenVAS"
367,367,5,Vulnerability Analyst,test_completed,70.0,2024-10-06T00:00:00,"Risk Assessment, Patch Management, Nessus, Vulnerability Assessment",OpenVAS
368,368,5,Vulnerability Analyst,test_completed,69.0,2024-11-11T00:00:00,"Patch Management, Vulnerability Assessment, Nessus, Risk Assessment, OpenVAS",
369,369,5,Vulnerability Analyst,test_completed,67.6,2024-10-04T00:00:00,"Patch Management, Vulnerability Assessment, Nessus, Risk Assessment, OpenVAS",
370,370,5,Vulnerability Analyst,test_completed,70.0,2024-10-03T00:00:00,"Risk Assessment, Patch Management, Vulnerability Assessment","Nessus, OpenVAS"
371,371,5,Vulnerability Analyst,test_completed,69.4,2024-11-13T00:00:00,"Risk Assessment, Patch Management, Nessus, Vulnerability Assessment",OpenVAS
372,372,5,Vulnerability Analyst,test_completed,65.8,2024-11-08T00:00:00,"Risk Assessment, Nessus, Vulnerability Assessment","Patch Management, OpenVAS"
373,373,5,Vulnerability Analyst,test_completed,67.6,2024-10-18T00:00:00,"Risk Assessment, Patch Management, Vulnerability Assessment, OpenVAS",Nessus
374,374,5,Vulnerability Analyst,test_completed,71.9,2024-10-25T00:00:00,"Risk Assessment, Nessus, Vulnerability Assessment","Patch Management, OpenVAS"
375,375,5,Vulnerability Analyst,test_completed,68.0,2024-11-07T00:00:00,"Patch Management, Nessus","Risk Assessment, Vulnerability Assessment, OpenVAS"
376,376,5,Vulnerability Analyst,test_completed,72.2,2024-10-02T00:00:00,"Risk Assessment, Patch Management, Nessus, OpenVAS",Vulnerability Assessment
377,377,5,Vulnerability Analyst,test_completed,72.0,2024-10-16T00:00:00,"Risk Assessment, Patch Management, Nessus, OpenVAS",Vulnerability Assessment
378,378,5,Vulnerability Analyst,test_completed,71.2,2024-11-11T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
379,379,5,Vulnerability Analyst,test_completed,65.3,2024-10-22T00:00:00,"Risk Assessment, Nessus, Vulnerability Assessment, OpenVAS",Patch Management
380,380,5,Vulnerability Analyst,test_completed,67.0,2024-10-04T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
381,381,5,Vulnerability Analyst,test_completed,72.3,2024-11-03T00:00:00,"Risk Assessment, OpenVAS","Patch Management, Nessus, Vulnerability Assessment"
382,382,5,Vulnerability Analyst,test_completed,71.7,2024-10-29T00:00:00,"Risk Assessment, Nessus, Vulnerability Assessment, OpenVAS",Patch Management
383,383,5,Vulnerability Analyst,test_completed,73.8,2024-10-29T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
384,384,5,Vulnerability Analyst,test_completed,69.0,2024-10-31T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
385,385,5,Vulnerability Analyst,test_completed,71.1,2024-10-20T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
386,386,5,Vulnerability Analyst,test_completed,61.8,2024-10-14T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
387,387,5,Vulnerability Analyst,test_completed,62.4,2024-10-03T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
388,388,5,Vulnerability Analyst,not_eligible,57.4,2024-10-04T00:00:00,"Risk Assessment, Nessus, Vulnerability Assessment","Patch Management, OpenVAS"
389,389,5,Vulnerability Analyst,not_eligible,57.1,2024-11-12T00:00:00,"Risk Assessment, Patch Management, Nessus, OpenVAS",Vulnerability Assessment
390,390,5,Vulnerability Analyst,not_eligible,55.7,2024-10-23T00:00:00,"Risk Assessment, Patch Management, Nessus, Vulnerability Assessment",OpenVAS
391,391,5,Vulnerability Analyst,not_eligible,57.6,2024-10-22T00:00:00,"Risk Assessment, Patch Management, Vulnerability Assessment","Nessus, OpenVAS"
392,392,5,Vulnerability Analyst,not_eligible,56.1,2024-10-13T00:00:00,"Patch Management, Nessus, Vulnerability Assessment","Risk Assessment, OpenVAS"
393,393,5,Vulnerability Analyst,test_completed,63.3,2024-10-13T00:00:00,"Risk Assessment, Patch Management, Nessus","Vulnerability Assessment, OpenVAS"
394,394,5,Vulnerability Analyst,test_completed,61.6,2024-11-03T00:00:00,"Risk Assessment, Patch Management, Nessus, Vulnerability Assessment",OpenVAS
395,395,5,Vulnerability Analyst,not_eligible,59.2,2024-10-17T00:00:00,"Risk Assessment, Patch Management, Nessus","Vulnerability Assessment, OpenVAS"
396,396,6,Incident Responder,test_completed,89.7,2024-10-23T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response, Threat Hunting",
